season,team_abbr,xgf_pct,cf_pct,ff_pct
2012,TOR,54.4,50.3,51.8
2012,UTA,53.2,51.5,52.3
2012,VAN,52.6,50.2,49.9
2012,VGK,52.8,50.7,50.6
2012,WIN,51.5,50.0,51.3
2012,WPG,50.7,51.3,52.4
2012,WSH,51.6,50.0,50.2
2013,AFM,53.5,50.6,52.0
2013,ANA,52.1,49.9,50.8
2013,ARI,52.4,52.6,51.7
2013,ATL,50.0,52.6,52.8
2013,BOS,52.3,52.5,51.1
2013,BUF,53.8,51.0,52.4
2013,CAR,52.4,51.3,52.4
2013,CBJ,51.4,50.1,51.8
2013,CGS,50.2,52.2,50.8
2013,CGY,51.2,52.0,50.9
2013,CHI,52.7,52.2,50.7
2013,CLE,52.1,50.3,50.1
2013,CLR,51.6,51.0,50.1
2013,COL,53.5,51.2,51.5
2013,DAL,53.5,51.8,51.0
2013,DET,51.7,51.9,51.6
2013,EDM,54.1,52.6,51.9
2013,FLA,50.9,51.3,53.2
2013,KCS,51.2,50.6,52.7
2013,LAK,51.2,51.7,51.1
2013,MIN,50.0,52.4,50.4
2013,MTL,50.2,50.2,52.7
2013,NJD,51.7,52.2,52.8
2013,NSH,53.1,52.1,50.6
2013,NYI,53.4,50.4,52.6
2013,NYR,53.4,51.6,50.5
2013,OAK,50.3,50.6,51.7
2013,OTT,52.3,50.2,52.4
2013,PHI,50.1,52.2,51.7
2013,PHX,51.7,50.9,51.7
2013,PIT,53.2,52.7,50.8
2013,SEA,52.8,52.6,51.8
2013,SJS,52.6,51.0,52.8
2013,STL,52.1,50.5,50.6
2013,TBL,52.2,51.2,50.9
2013,TOR,51.0,52.7,52.7
2013,UTA,51.8,52.4,51.6
2013,VAN,50.6,51.6,51.8
2013,VGK,53.1,50.9,52.7
2013,WIN,50.1,52.5,52.8
2013,WPG,53.4,51.0,51.1
2013,WSH,52.0,50.1,50.4
2014,AFM,50.4,52.8,52.0
2014,ANA,50.1,51.6,52.4
2014,ARI,53.6,51.4,51.1
2014,ATL,50.1,52.0,50.2
2014,BOS,52.3,53.1,51.1
2014,BUF,50.0,50.9,50.7
2014,CAR,51.7,52.6,50.7
2014,CBJ,52.0,52.1,52.7
2014,CGS,51.0,50.5,50.3
2014,CGY,52.5,52.5,50.6
2014,CHI,50.1,52.7,52.6
2014,CLE,52.6,51.4,50.0
2014,CLR,53.4,52.0,51.7
2014,COL,53.2,52.6,50.4
2014,DAL,53.8,52.7,51.7
2014,DET,52.3,50.1,51.5
2014,EDM,54.2,51.1,50.4
2014,FLA,50.5,51.8,52.3
2014,KCS,50.7,51.0,52.3
2014,LAK,51.6,50.8,52.4
2014,MIN,53.7,49.9,50.0
2014,MTL,52.9,52.3,51.5
2014,NJD,53.3,51.9,52.1
2014,NSH,52.0,50.0,52.2
2014,NYI,52.6,51.2,51.2
2014,NYR,51.0,51.6,53.0
2014,OAK,53.7,50.6,52.1
2014,OTT,53.8,51.0,50.5
2014,PHI,51.6,50.1,50.6
2014,PHX,52.5,51.5,50.7
2014,PIT,52.2,50.6,52.1
2014,SEA,53.5,50.5,52.0
2014,SJS,53.4,52.3,51.6
2014,STL,53.8,49.9,52.0
2014,TBL,53.7,50.5,50.7
2014,TOR,51.1,50.4,51.3
2014,UTA,53.6,52.2,50.8
2014,VAN,52.5,50.6,50.8
2014,VGK,52.8,51.7,50.7
2014,WIN,52.4,51.2,50.2
2014,WPG,50.1,50.6,51.5
2014,WSH,51.8,52.1,51.0
2015,AFM,51.2,51.1,51.8
2015,ANA,51.8,50.0,50.7
2015,ARI,51.4,52.4,50.1
2015,ATL,51.0,51.7,51.4
2015,BOS,53.9,51.5,50.4
2015,BUF,50.7,50.4,51.2
2015,CAR,50.6,51.2,51.9
2015,CBJ,51.2,50.0,51.7
2015,CGS,51.1,51.0,52.3
2015,CGY,53.4,52.6,52.6
2015,CHI,53.1,51.7,52.2
2015,CLE,52.2,50.9,50.1
2015,CLR,51.6,51.4,50.6
2015,COL,51.8,52.8,51.6
2015,DAL,51.6,52.1,52.1
2015,DET,50.1,50.2,51.0
2015,EDM,53.3,52.3,52.9
2015,FLA,54.2,51.7,52.0
2015,KCS,50.4,50.9,52.2
2015,LAK,52.1,51.4,50.4
2015,MIN,51.4,52.1,52.7
2015,MTL,50.4,49.9,52.3
2015,NJD,53.6,50.1,50.6
2015,NSH,52.0,50.9,51.1
2015,NYI,52.3,51.0,51.9
2015,NYR,53.5,52.7,52.1
2015,OAK,51.5,51.8,52.5
2015,OTT,50.3,51.6,50.8
2015,PHI,50.9,50.4,51.3
2015,PHX,53.3,50.9,52.0
2015,PIT,51.6,51.3,52.8
2015,SEA,52.7,50.1,52.0
2015,SJS,51.8,52.4,50.5
2015,STL,50.1,52.7,50.7
2015,TBL,52.8,51.2,50.5
2015,TOR,51.1,52.6,51.1
2015,UTA,50.9,50.7,51.9
2015,VAN,53.3,50.3,51.8
2015,VGK,51.0,52.2,50.4
2015,WIN,51.7,52.8,51.7
2015,WPG,50.3,50.0,51.9
2015,WSH,53.3,51.6,50.0
2016,AFM,52.2,52.7,50.2
2016,ANA,50.5,50.0,52.7
2016,ARI,53.5,50.0,51.7
2016,ATL,53.1,51.4,52.2
2016,BOS,52.4,52.0,51.3
2016,BUF,50.7,52.4,50.0
2016,CAR,53.3,51.4,53.3
2016,CBJ,50.2,50.1,52.7
2016,CGS,53.6,50.1,52.6
2016,CGY,50.7,51.4,51.6
2016,CHI,52.0,51.1,52.1
2016,CLE,51.0,51.3,50.3
2016,CLR,50.6,52.2,52.6
2016,COL,53.8,51.9,50.5
2016,DAL,51.7,51.5,51.2
2016,DET,50.9,52.4,50.8
2016,EDM,51.4,51.0,52.6
2016,FLA,51.8,51.7,52.5
2016,KCS,51.4,51.2,51.4
2016,LAK,50.3,50.6,52.1
2016,MIN,53.4,51.0,50.9
2016,MTL,51.9,52.6,51.8
2016,NJD,52.3,51.2,51.1
2016,NSH,52.1,52.4,50.3
2016,NYI,52.0,52.2,51.1
2016,NYR,52.7,50.7,51.1
2016,OAK,52.2,51.0,51.8
2016,OTT,51.0,50.8,50.1
2016,PHI,51.5,52.8,51.6
2016,PHX,51.5,51.2,52.4
2016,PIT,52.4,52.2,52.6
2016,SEA,52.3,52.9,50.0
2016,SJS,53.3,49.9,50.2
2016,STL,50.9,51.5,52.7
2016,TBL,53.4,50.7,50.4
2016,TOR,52.1,52.4,53.3
2016,UTA,52.8,50.9,51.2
2016,VAN,50.4,52.5,52.6
2016,VGK,54.0,51.4,51.5
2016,WIN,51.0,50.9,51.6
2016,WPG,52.1,52.0,50.2
2016,WSH,53.4,52.6,51.7
2017,AFM,51.1,51.9,50.2
2017,ANA,53.4,51.6,52.4
2017,ARI,51.5,50.8,50.8
2017,ATL,50.6,50.3,52.3
2017,BOS,53.3,53.3,50.9
2017,BUF,51.9,51.6,51.7
2017,CAR,50.8,51.2,50.7
2017,CBJ,50.9,51.2,52.5
2017,CGS,51.4,51.0,51.3
2017,CGY,51.0,52.6,52.8
2017,CHI,52.9,52.7,51.9
2017,CLE,50.6,50.8,50.6
2017,CLR,51.0,51.3,52.3
2017,COL,51.0,50.9,52.8
2017,DAL,52.9,50.0,52.6
2017,DET,53.7,51.5,52.3
2017,EDM,50.4,52.8,50.4
2017,FLA,51.2,53.1,52.0
2017,KCS,52.9,50.7,52.8
2017,LAK,52.8,51.4,52.4
2017,MIN,51.0,50.2,52.0
2017,MTL,53.2,51.2,51.2
2017,NJD,50.9,52.5,52.9
2017,NSH,52.8,50.2,50.9
2017,NYI,50.2,52.3,52.1
2017,NYR,51.7,51.8,51.1
2017,OAK,50.2,50.2,52.5
2017,OTT,52.4,51.4,52.2
2017,PHI,52.7,50.8,52.7
2017,PHX,52.4,51.3,51.9
2017,PIT,51.6,52.7,52.3
2017,SEA,50.7,50.4,51.1
2017,SJS,51.1,52.4,51.9
2017,STL,53.4,50.0,51.8
2017,TBL,50.4,50.7,51.4
2017,TOR,54.2,52.3,51.1
2017,UTA,50.9,51.0,51.6
2017,VAN,50.4,52.3,52.1
2017,VGK,51.5,50.9,52.9
2017,WIN,51.7,50.8,50.2
2017,WPG,53.6,52.5,52.1
2017,WSH,49.9,50.1,51.6
2018,AFM,50.2,50.4,52.5
2018,ANA,52.6,52.0,52.2
2018,ARI,51.8,52.3,51.3
2018,ATL,51.5,50.6,50.8
2018,BOS,52.4,53.0,52.6
2018,BUF,50.1,52.2,50.7
2018,CAR,51.7,51.5,51.6
2018,CBJ,51.4,52.6,50.7
2018,CGS,53.7,51.1,50.6
2018,CGY,52.8,50.9,52.3
2018,CHI,51.1,51.1,51.6
2018,CLE,51.8,51.1,51.0
2018,CLR,52.0,50.2,50.6
2018,COL,51.1,50.9,52.2
2018,DAL,53.6,51.7,50.9
2018,DET,52.3,49.9,52.0
2018,EDM,53.6,50.6,52.4
2018,FLA,54.0,52.6,52.0
2018,KCS,51.2,52.3,52.8
2018,LAK,52.5,51.4,51.0
2018,MIN,50.6,50.4,51.5
2018,MTL,53.3,50.6,52.3
2018,NJD,53.5,50.9,50.5
2018,NSH,52.8,52.7,50.0
2018,NYI,49.9,52.7,50.2
2018,NYR,52.0,51.8,50.8
2018,OAK,51.3,51.6,51.8
2018,OTT,51.0,50.6,52.2
2018,PHI,50.8,50.7,50.3
2018,PHX,52.0,50.6,49.9
2018,PIT,53.0,51.8,50.3
2018,SEA,51.0,50.2,52.8
2018,SJS,52.8,50.7,50.1
2018,STL,50.1,52.0,52.2
2018,TBL,52.1,50.3,52.8
2018,TOR,52.8,50.8,52.5
2018,UTA,52.1,51.3,52.6
2018,VAN,53.0,50.5,51.7
2018,VGK,51.6,51.3,51.8
2018,WIN,51.8,50.6,50.3
2018,WPG,49.9,50.7,50.5
2018,WSH,50.9,51.8,51.3
2019,AFM,51.1,52.6,50.0
2019,ANA,52.3,51.3,52.0
2019,ARI,52.1,50.6,52.2
2019,ATL,50.8,50.8,50.9
2019,BOS,51.0,51.3,52.0
2019,BUF,51.5,49.9,52.0
2019,CAR,53.4,52.7,51.9
2019,CBJ,51.1,51.8,50.8
2019,CGS,51.7,50.4,52.2
2019,CGY,52.7,51.4,52.5
2019,CHI,53.8,50.1,50.2
2019,CLE,52.9,51.7,50.7
2019,CLR,53.1,52.5,51.9
2019,COL,53.2,51.4,52.6
2019,DAL,50.5,52.1,50.4
2019,DET,51.6,52.8,50.0
2019,EDM,52.1,50.8,52.7
2019,FLA,52.3,52.5,51.9
2019,KCS,50.4,50.4,52.5
2019,LAK,51.4,50.8,51.2
2019,MIN,51.0,52.6,51.9
2019,MTL,51.9,51.7,51.0
2019,NJD,52.4,50.3,51.4
2019,NSH,50.7,51.7,52.0
2019,NYI,51.9,50.6,51.3
2019,NYR,54.1,53.1,52.5
2019,OAK,53.8,50.2,52.3
2019,OTT,53.2,50.3,51.5
2019,PHI,53.2,49.9,51.1
2019,PHX,52.2,52.2,50.9
2019,PIT,50.4,50.1,52.8
2019,SEA,50.4,52.1,50.7
2019,SJS,51.1,50.4,52.0
2019,STL,52.0,50.9,50.1
2019,TBL,52.3,50.8,51.4
2019,TOR,52.6,51.0,52.2
2019,UTA,50.9,50.2,52.3
2019,VAN,53.6,50.7,52.3
2019,VGK,53.9,52.1,51.2
2019,WIN,51.9,51.2,51.9
2019,WPG,52.3,51.1,50.6
2019,WSH,52.0,51.9,50.1
2020,AFM,52.9,52.2,50.5
2020,ANA,51.1,51.4,50.2
2020,ARI,52.1,51.0,51.0
2020,ATL,51.7,50.8,51.4
2020,BOS,52.5,52.9,52.8
2020,BUF,53.7,52.7,52.4
2020,CAR,53.2,52.8,52.0
2020,CBJ,51.8,52.2,51.9
2020,CGS,52.6,51.6,51.3
2020,CGY,52.1,51.2,50.9
2020,CHI,49.9,51.0,51.3
2020,CLE,53.2,49.9,50.7
2020,CLR,51.2,50.9,51.6
2020,COL,53.1,52.5,50.9
2020,DAL,52.1,52.9,52.7
2020,DET,51.4,50.4,52.1
2020,EDM,50.4,51.6,51.9
2020,FLA,50.4,51.2,50.6
2020,KCS,50.6,51.7,52.8
2020,LAK,51.3,50.6,52.6
2020,MIN,52.3,50.0,50.7
2020,MTL,51.8,50.0,52.0
2020,NJD,50.9,51.8,52.8
2020,NSH,53.1,52.5,52.7
2020,NYI,53.8,51.8,51.4
2020,NYR,52.3,52.9,52.6
2020,OAK,50.3,50.2,52.1
2020,OTT,53.1,50.0,50.0
2020,PHI,53.4,50.3,52.1
2020,PHX,51.9,50.4,52.1
2020,PIT,53.3,50.3,51.1
2020,SEA,51.8,52.1,50.1
2020,SJS,53.2,50.0,51.8
2020,STL,50.1,50.2,51.5
2020,TBL,54.3,50.9,52.1
2020,TOR,50.5,52.8,52.8
2020,UTA,51.6,50.7,50.5
2020,VAN,51.1,52.0,52.6
2020,VGK,52.7,53.1,51.8
2020,WIN,51.3,50.1,52.1
2020,WPG,53.6,51.1,52.4
2020,WSH,52.5,50.1,52.4
2021,AFM,52.6,52.0,52.6
2021,ANA,50.8,52.4,51.8
2021,ARI,53.4,50.5,52.1
2021,ATL,50.4,50.0,52.0
2021,BOS,51.1,50.7,51.2
2021,BUF,50.7,50.4,52.5
2021,CAR,51.1,51.2,52.4
2021,CBJ,50.9,51.3,51.6
2021,CGS,50.7,50.2,50.6
2021,CGY,51.2,51.8,51.2
2021,CHI,52.4,52.4,50.0
2021,CLE,49.8,50.3,52.5
2021,CLR,51.0,50.1,50.6
2021,COL,53.7,51.5,51.9
2021,DAL,50.7,52.0,50.9
2021,DET,53.1,52.3,50.5
2021,EDM,53.2,51.8,52.8
2021,FLA,53.6,50.6,52.6
2021,KCS,51.7,50.9,51.3
2021,LAK,50.9,51.3,50.0
2021,MIN,50.3,51.9,50.4
2021,MTL,50.4,51.6,51.0
2021,NJD,51.4,51.6,50.0
2021,NSH,52.6,51.8,52.5
2021,NYI,49.9,51.1,50.9
2021,NYR,53.0,50.6,53.0
2021,OAK,52.6,52.4,51.0
2021,OTT,51.1,51.3,50.4
2021,PHI,49.9,52.3,51.2
2021,PHX,53.0,51.3,50.4
2021,PIT,52.1,51.2,51.1
2021,SEA,50.4,50.9,52.8
2021,SJS,53.2,50.6,51.0
2021,STL,51.2,51.9,50.8
2021,TBL,54.3,52.9,52.6
2021,TOR,54.0,51.8,51.6
2021,UTA,53.7,50.8,52.2
2021,VAN,52.9,52.7,51.1
2021,VGK,50.5,51.8,53.1
2021,WIN,52.5,52.4,52.0
2021,WPG,53.4,52.8,52.7
2021,WSH,50.6,52.8,52.1
2022,AFM,52.4,52.5,51.0
2022,ANA,52.9,50.2,50.3
2022,ARI,52.9,50.3,52.2
2022,ATL,53.4,52.3,52.1
2022,BOS,52.1,51.5,50.5
2022,BUF,51.8,52.1,51.6
2022,CAR,53.5,52.8,53.0
2022,CBJ,51.3,50.9,52.3
2022,CGS,53.1,52.4,52.1
2022,CGY,52.3,52.1,52.6
2022,CHI,52.4,50.3,50.4
2022,CLE,52.4,51.2,50.7
2022,CLR,53.7,51.9,50.6
2022,COL,53.8,52.1,52.4
2022,DAL,52.5,51.2,50.7
2022,DET,51.4,52.3,50.0
2022,EDM,54.2,51.6,50.8
2022,FLA,54.1,53.2,53.5
2022,KCS,51.3,50.3,52.8
2022,LAK,50.2,51.9,50.2
2022,MIN,53.3,52.3,49.9
2022,MTL,51.1,51.6,51.0
2022,NJD,51.7,51.3,52.8
2022,NSH,51.4,52.2,50.8
2022,NYI,50.9,51.8,51.7
2022,NYR,53.6,51.7,51.4
2022,OAK,51.9,51.3,50.1
2022,OTT,51.7,50.9,51.5
2022,PHI,51.3,52.2,52.8
2022,PHX,50.2,50.2,52.1
2022,PIT,52.0,51.0,51.9
2022,SEA,52.4,51.7,51.0
2022,SJS,50.4,50.9,52.7
2022,STL,52.2,50.5,52.3
2022,TBL,53.3,51.7,50.4
2022,TOR,51.5,50.7,51.8
2022,UTA,50.0,52.1,50.6
2022,VAN,51.3,52.5,51.9
2022,VGK,52.9,51.7,52.0
2022,WIN,53.8,50.1,52.7
2022,WPG,53.1,51.5,50.4
2022,WSH,51.3,49.9,50.9
2023,AFM,53.5,51.0,51.8
2023,ANA,52.8,51.1,49.9
2023,ARI,53.6,50.7,51.8
2023,ATL,53.4,52.4,51.2
2023,BOS,55.2,54.0,54.3
2023,BUF,51.1,51.4,52.4
2023,CAR,53.0,52.2,52.5
2023,CBJ,51.7,52.2,51.2
2023,CGS,53.1,51.2,52.7
2023,CGY,52.8,52.2,50.7
2023,CHI,52.5,51.7,52.6
2023,CLE,51.1,51.5,51.1
2023,CLR,53.3,51.4,51.3
2023,COL,52.4,51.3,51.6
2023,DAL,49.9,51.1,50.3
2023,DET,50.9,51.7,52.8
2023,EDM,51.7,51.0,50.4
2023,FLA,50.8,50.1,50.3
2023,KCS,51.2,51.3,50.4
2023,LAK,52.7,52.4,51.6
2023,MIN,52.4,50.9,51.0
2023,MTL,53.6,49.9,50.9
2023,NJD,51.2,51.2,51.3
2023,NSH,52.8,50.5,52.0
2023,NYI,52.5,50.6,50.0
2023,NYR,53.8,53.2,52.2
2023,OAK,50.6,50.7,51.5
2023,OTT,52.1,50.9,50.5
2023,PHI,53.8,51.0,50.8
2023,PHX,53.4,52.8,52.2
2023,PIT,51.1,51.9,50.0
2023,SEA,52.8,51.1,51.7
2023,SJS,52.3,50.4,50.9
2023,STL,51.6,52.9,50.0
2023,TBL,54.3,52.0,51.8
2023,TOR,51.3,53.1,50.7
2023,UTA,51.1,51.0,50.2
2023,VAN,52.3,52.4,50.2
2023,VGK,53.1,52.0,52.3
2023,WIN,53.7,51.1,51.8
2023,WPG,50.6,50.4,52.2
2023,WSH,52.8,51.1,51.1
2024,AFM,53.8,51.1,51.7
2024,ANA,52.3,50.3,51.7
2024,ARI,53.8,51.7,52.1
2024,ATL,53.6,50.9,50.6
2024,BOS,52.5,51.8,52.0
2024,BUF,51.3,52.1,52.5
2024,CAR,52.8,51.9,52.2
2024,CBJ,53.2,50.4,51.0
2024,CGS,51.4,51.8,50.0
2024,CGY,53.3,50.4,52.7
2024,CHI,53.5,50.8,50.8
2024,CLE,51.6,50.8,52.1
2024,CLR,52.6,50.3,50.8
2024,COL,51.9,50.8,51.1
2024,DAL,50.8,51.7,52.8
2024,DET,53.0,52.8,51.4
2024,EDM,50.8,52.1,51.3
2024,FLA,53.6,52.4,52.8
2024,KCS,50.9,52.0,52.1
2024,LAK,53.7,49.9,50.0
2024,MIN,52.5,52.5,52.9
2024,MTL,53.3,50.1,51.1
2024,NJD,50.9,52.0,50.2
2024,NSH,52.9,51.8,51.5
2024,NYI,49.9,51.3,52.1
2024,NYR,51.6,51.5,52.8
2024,OAK,50.7,50.8,51.6
2024,OTT,52.9,51.0,52.0
2024,PHI,51.9,51.8,51.2
2024,PHX,50.5,51.8,51.3
2024,PIT,50.3,50.3,50.7
2024,SEA,51.0,50.5,51.0
2024,SJS,53.1,52.1,50.2
2024,STL,50.5,51.1,50.9
2024,TBL,54.1,52.7,50.9
2024,TOR,50.8,52.2,50.5
2024,UTA,51.3,50.8,52.7
2024,VAN,53.4,51.4,50.6
2024,VGK,51.4,51.2,51.6
2024,WIN,50.5,50.9,50.3
2024,WPG,53.0,52.0,51.6
2024,WSH,52.2,52.2,50.3
2025,AFM,51.0,51.7,51.6
2025,ANA,53.3,50.8,51.0
2025,ARI,53.3,51.3,50.4
2025,ATL,51.9,50.4,52.6
2025,BOS,50.5,53.1,51.3
2025,BUF,51.1,50.6,50.7
2025,CAR,53.5,52.7,52.2
2025,CBJ,51.3,51.3,52.6
2025,CGS,52.0,50.4,52.2
2025,CGY,53.5,52.4,52.4
2025,CHI,53.0,51.5,50.6
2025,CLE,50.1,51.2,50.8
2025,CLR,53.5,51.2,51.8
2025,COL,51.2,50.4,50.7
2025,DAL,50.2,50.9,50.1
2025,DET,52.1,51.5,52.1
2025,EDM,53.9,53.2,50.5
2025,FLA,52.7,51.0,51.1
2025,KCS,51.1,51.5,50.2
2025,LAK,52.8,51.9,51.8
2025,MIN,50.8,51.9,51.2
