season,team_abbr,xgf_pct,cf_pct,ff_pct
2020,MIN,51.0,49.0,50.0
2020,MTL,53.0,53.0,52.0
2020,NJD,48.0,47.0,48.0
2020,NSH,50.0,51.0,52.0
2020,NYI,49.0,47.0,47.0
2020,NYR,47.0,47.0,47.0
2020,OTT,49.0,48.0,48.0
2020,PHI,52.0,52.0,52.0
2020,PIT,53.0,51.0,52.0
2020,SJS,49.0,50.0,50.0
2020,STL,50.0,50.0,50.0
2020,TBL,52.0,51.0,51.0
2020,TOR,52.0,52.0,51.0
2020,VAN,49.0,49.0,49.0
2020,VGK,53.0,54.0,54.0
2020,WPG,48.0,50.0,49.0
2020,WSH,53.0,52.0,52.0
2021,ANA,45.0,48.0,48.0
2021,ARI,47.0,48.0,48.0
2021,BOS,54.0,54.0,54.0
2021,BUF,46.0,46.0,46.0
2021,CAR,56.0,54.0,54.0
2021,CBJ,43.0,46.0,47.0
2021,CGY,52.0,52.0,52.0
2021,CHI,46.0,47.0,46.0
2021,COL,60.0,58.0,58.0
2021,DAL,52.0,52.0,52.0
2021,DET,46.0,46.0,46.0
2021,EDM,53.0,49.0,49.0
2021,FLA,55.0,53.0,53.0
2021,LAK,45.0,48.0,48.0
2021,MIN,52.0,47.0,48.0
2021,MTL,49.0,53.0,52.0
2021,NJD,47.0,50.0,49.0
2021,NSH,49.0,50.0,50.0
2021,NYI,53.0,49.0,50.0
2021,NYR,50.0,48.0,49.0
2021,OTT,48.0,48.0,48.0
2021,PHI,49.0,52.0,52.0
2021,PIT,52.0,50.0,50.0
2021,SJS,50.0,48.0,48.0
2021,STL,46.0,48.0,48.0
2021,TBL,53.0,52.0,52.0
2021,TOR,56.0,52.0,52.0
2021,VAN,45.0,47.0,47.0
2021,VGK,55.0,54.0,55.0
2021,WPG,47.0,49.0,49.0
2021,WSH,50.0,50.0,50.0
2022,ANA,46.0,47.0,47.0
2022,ARI,42.0,43.0,43.0
2022,BOS,54.0,53.0,55.0
2022,BUF,45.0,48.0,47.0
2022,CAR,56.0,56.0,55.0
2022,CBJ,45.0,48.0,47.0
2022,CGY,56.0,55.0,55.0
2022,CHI,47.0,46.0,46.0
2022,COL,53.0,53.0,52.0
2022,DAL,53.0,50.0,50.0
2022,DET,45.0,47.0,46.0
2022,EDM,54.0,52.0,51.0
2022,FLA,55.0,56.0,55.0
2022,LAK,53.0,54.0,55.0
2022,MIN,51.0,51.0,51.0
2022,MTL,44.0,47.0,46.0
2022,NJD,50.0,51.0,50.0
2022,NSH,49.0,49.0,49.0
2022,NYI,48.0,47.0,47.0
2022,NYR,51.0,48.0,48.0
2022,OTT,48.0,48.0,48.0
2022,PHI,46.0,47.0,47.0
2022,PIT,53.0,52.0,53.0
2022,SEA,47.0,51.0,50.0
2022,SJS,46.0,46.0,47.0
2022,STL,50.0,48.0,48.0
2022,TBL,52.0,51.0,51.0
2022,TOR,56.0,54.0,54.0
2022,VAN,50.0,50.0,50.0
2022,VGK,51.0,52.0,53.0
2022,WPG,49.0,50.0,50.0
2022,WSH,52.0,51.0,52.0
2023,ANA,40.0,43.0,42.0
2023,ARI,42.0,43.0,43.0
2023,BOS,54.0,51.0,52.0
2023,BUF,49.0,51.0,50.0
2023,CAR,58.0,60.0,59.0
2023,CBJ,44.0,46.0,45.0
2023,CGY,54.0,57.0,56.0
2023,CHI,43.0,45.0,45.0
2023,COL,52.0,53.0,52.0
2023,DAL,55.0,52.0,51.0
2023,DET,48.0,47.0,48.0
2023,EDM,56.0,52.0,52.0
2023,FLA,53.0,54.0,54.0
2023,LAK,53.0,52.0,53.0
2023,MIN,51.0,50.0,51.0
2023,MTL,41.0,45.0,45.0
2023,NJD,56.0,54.0,54.0
2023,NSH,47.0,48.0,47.0
2023,NYI,50.0,50.0,49.0
2023,NYR,51.0,51.0,52.0
2023,OTT,51.0,51.0,52.0
2023,PHI,46.0,47.0,48.0
2023,PIT,53.0,52.0,52.0
2023,SEA,51.0,52.0,52.0
2023,SJS,48.0,48.0,48.0
2023,STL,44.0,46.0,46.0
2023,TBL,52.0,51.0,51.0
2023,TOR,54.0,51.0,52.0
2023,VAN,48.0,49.0,49.0
2023,VGK,53.0,49.0,50.0
2023,WPG,52.0,51.0,51.0
2023,WSH,49.0,50.0,50.0
2024,ANA,44.0,45.0,45.0
2024,ARI,48.0,48.0,47.0
2024,BOS,50.0,47.0,48.0
2024,BUF,48.0,50.0,50.0
2024,CAR,56.0,59.0,58.0
2024,CBJ,45.0,48.0,47.0
2024,CGY,50.0,51.0,52.0
2024,CHI,43.0,45.0,44.0
2024,COL,52.0,53.0,52.0
2024,DAL,56.0,53.0,53.0
2024,DET,47.0,47.0,47.0
2024,EDM,57.0,55.0,55.0
2024,FLA,57.0,56.0,55.0
2024,LAK,53.0,53.0,53.0
2024,MIN,52.0,50.0,51.0
2024,MTL,45.0,45.0,45.0
2024,NJD,50.0,52.0,51.0
2024,NSH,52.0,52.0,52.0
2024,NYI,48.0,47.0,48.0
2024,NYR,52.0,51.0,52.0
2024,OTT,51.0,51.0,52.0
2024,PHI,50.0,52.0,54.0
2024,PIT,53.0,52.0,51.0
2024,SEA,51.0,51.0,50.0
2024,SJS,40.0,43.0,42.0
2024,STL,47.0,47.0,47.0
2024,TBL,51.0,51.0,51.0
2024,TOR,52.0,51.0,51.0
2024,VAN,52.0,51.0,51.0
2024,VGK,50.0,49.0,50.0
2024,WPG,50.0,50.0,51.0
2024,WSH,47.0,47.0,46.0
2025,ANA,45.0,46.0,46.0
2025,BOS,48.0,48.0,48.0
2025,BUF,48.0,50.0,49.0
2025,CAR,55.0,59.0,58.0
2025,CBJ,48.0,49.0,49.0
2025,CGY,49.0,51.0,51.0
2025,CHI,43.0,44.0,44.0
2025,COL,53.0,54.0,54.0
2025,DAL,52.0,50.0,49.0
2025,DET,49.0,48.0,49.0
2025,EDM,55.0,54.0,54.0
2025,FLA,55.0,56.0,55.0
2025,LAK,54.0,53.0,53.0
2025,MIN,50.0,48.0,48.0
2025,MTL,46.0,47.0,47.0
2025,NJD,53.0,52.0,51.0
2025,NSH,51.0,52.0,51.0
2025,NYI,48.0,50.0,50.0
2025,NYR,48.0,50.0,50.0
2025,OTT,50.0,51.0,51.0
2025,PHI,51.0,48.0,50.0
2025,PIT,49.0,50.0,49.0
2025,SEA,47.0,48.0,48.0
2025,SJS,43.0,46.0,46.0
2025,STL,49.0,49.0,49.0
2025,TBL,53.0,51.0,51.0
2025,TOR,49.0,47.0,48.0
2025,UTA,52.0,52.0,52.0
2025,VAN,49.0,49.0,49.0
2025,VGK,54.0,51.0,52.0
2025,WPG,53.0,50.0,51.0
2025,WSH,52.0,50.0,51.0
2026,ANA,51.0,52.0,52.0
2026,BOS,47.0,48.0,48.0
2026,BUF,49.0,49.0,49.0
2026,CAR,56.0,59.0,59.0
2026,CBJ,50.0,50.0,50.0
2026,CGY,46.0,49.0,48.0
2026,CHI,44.0,46.0,46.0
2026,COL,57.0,56.0,56.0
2026,DAL,52.0,48.0,48.0
2026,DET,50.0,49.0,50.0
2026,EDM,52.0,50.0,51.0
2026,FLA,50.0,53.0,52.0
2026,LAK,51.0,52.0,52.0
2026,MIN,52.0,49.0,50.0
2026,MTL,50.0,48.0,49.0
2026,NJD,51.0,52.0,52.0
2026,NSH,48.0,50.0,49.0
2026,NYI,48.0,50.0,50.0
2026,NYR,47.0,49.0,48.0
2026,OTT,55.0,53.0,54.0
2026,PHI,51.0,48.0,49.0
2026,PIT,51.0,50.0,50.0
2026,SEA,46.0,46.0,46.0
2026,SJS,48.0,47.0,46.0
2026,STL,47.0,48.0,47.0
2026,TBL,54.0,53.0,52.0
2026,TOR,46.0,45.0,45.0
2026,UTA,51.0,52.0,52.0
2026,VAN,45.0,48.0,47.0
2026,VGK,54.0,52.0,53.0
2026,WPG,48.0,49.0,49.0
2026,WSH,51.0,49.0,50.0
